image_url,disease_name,images
https://dermnetnz.org/assets/Uploads/bacterial/erythrasma01__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/erythrasma01__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/ssss__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/ssss__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/atyp-mb__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDExMF0.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/atyp-mb__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDExMF0.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/abscess1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/abscess1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/syph12__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/syph12__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/pseudomonas-03__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/pseudomonas-03__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/scrofuloderma__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/scrofuloderma__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/leprosy2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/leprosy2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/erythrasma14__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/erythrasma14__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/erythrasma03__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/erythrasma03__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/erysipelas4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/erysipelas4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/ssss-arm__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/ssss-arm__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/lupus-vulgaris2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDdd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/lupus-vulgaris2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDdd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/impetigo1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/impetigo1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/ecthyma-2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/ecthyma-2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/lupus-vulgaris3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDdd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/lupus-vulgaris3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDdd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/mantoux3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/mantoux3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/erythrasma09__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/erythrasma09__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/atyp-mb5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDQ5XQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/atyp-mb5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDQ5XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/nec-fas6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/nec-fas6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/wound-infection3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/wound-infection3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/leprosy1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDEwNl0.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/leprosy1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDEwNl0.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/e-marginatum1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/e-marginatum1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/collection/Pitted-keratolysis/pitted-keratolysis-0021__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/collection/Pitted-keratolysis/pitted-keratolysis-0021__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/carbuncle01__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/carbuncle01__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/ecthyma-5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/ecthyma-5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/pitker1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/pitker1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/chanc1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDkyXQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/chanc1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDkyXQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/bazin4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDI1XQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/bazin4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDI1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/syph11__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/syph11__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/collection/Pitted-keratolysis/pitted-keratolysis-0018__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/collection/Pitted-keratolysis/pitted-keratolysis-0018__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/boil5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/boil5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/boils-6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/boils-6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/erythrasma05__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/erythrasma05__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/syph2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDc5XQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/syph2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDc5XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/e-marginatum2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIzXQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/e-marginatum2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIzXQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/nec-fas1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/nec-fas1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/ecthyma-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/ecthyma-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/papulonecrotic-tb2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDE5Nl0.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/papulonecrotic-tb2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDE5Nl0.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/bazin1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDEwXQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/bazin1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDEwXQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/impet1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/impet1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/boil1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIxXQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/boil1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIxXQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/cellulitis3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/cellulitis3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/impet2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDBd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/impet2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDBd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/lupus-vulgaris4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIyXQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/lupus-vulgaris4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIyXQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/mantoux1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDMzXQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/mantoux1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDMzXQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/wound-infection1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/wound-infection1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/e-marginatum3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/e-marginatum3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/atyp-mb6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/atyp-mb6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/sjs-mycoplasma__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/sjs-mycoplasma__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/manualthumbnails/bacterial/img/erys-leg__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDE0OV0.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/manualthumbnails/bacterial/img/erys-leg__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDE0OV0.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/nec-fas7__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/nec-fas7__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/erythrasma08__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/erythrasma08__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/manualthumbnails/bacterial/img/abscess2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/manualthumbnails/bacterial/img/abscess2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/scrofuloderma2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDld.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/scrofuloderma2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDld.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/erythrasma2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDVd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/erythrasma2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDVd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/nec-fas5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/nec-fas5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/tuberculide1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE2XQ.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/tuberculide1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE2XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/lupus-vulgaris__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/lupus-vulgaris__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/collection/Pitted-keratolysis/pitted-keratolysis-0020__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/collection/Pitted-keratolysis/pitted-keratolysis-0020__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/toxic-erythema__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/toxic-erythema__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/erysipelas1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDE4MF0.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/erysipelas1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDE4MF0.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/ecm1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/ecm1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/manualthumbnails/bacterial/img/candida-pustules__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/manualthumbnails/bacterial/img/candida-pustules__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/pseudomonas-01__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/pseudomonas-01__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/leech-bites__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/leech-bites__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/leprosy4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/leprosy4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/m-marinum-3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/m-marinum-3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/erythrasma06__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacteria images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/erythrasma06__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/erythrasma__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ.jpg,Bacterial skin infection images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/erythrasma__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/erysipelas3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,Bacterial skin infection images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/erysipelas3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/tb1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacterial skin infection images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/tb1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/scarlatina3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacterial skin infection images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/scarlatina3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/erysipelas2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,Bacterial skin infection images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/erysipelas2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/bacterial/syph6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Bacterial skin infection images,"<img src=""https://dermnetnz.org/assets/Uploads/bacterial/syph6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
